submarket,GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,overlap_area_sqm,overlap_pct_of_bg,population,households,median_household_income,median_age,owner_occupied_units,occupied_housing_units,year
Pensacola,120330033102,12,033,003310,2,2566634.831789968,0.9999999999999998,2801.0,1049.0,61809.0,35.8,766.0,1049.0,2023
Cantonment,120330036123,12,033,003612,3,4703786.262319908,1.0,1437.0,452.0,141518.0,41.9,452.0,452.0,2023
Pensacola,120330026071,12,033,002607,1,14055476.301129369,1.0000000000000007,5187.0,1745.0,123722.0,38.4,1378.0,1745.0,2023
Pensacola,120330033121,12,033,003312,1,1731690.5439961255,0.9999999999999998,1729.0,609.0,54507.0,23.9,549.0,609.0,2023
Cantonment,120330033013,12,033,003301,3,207398.5846253739,0.06242059620714729,1992.0,845.0,66385.0,28.0,378.0,845.0,2023
Pensacola,120330033013,12,033,003301,3,3103683.4062124547,0.9341132631351093,1992.0,845.0,66385.0,28.0,378.0,845.0,2023
Cantonment,120330036034,12,033,003603,4,14903509.716859393,1.0000000000000004,4430.0,1788.0,106675.0,34.7,1683.0,1788.0,2023
Bay County Submarket 2,121339703032,12,133,970303,2,64689.51087983245,0.0003311192053044834,2327.0,1000.0,49683.0,40.1,774.0,1000.0,2023
Jackson County,121339703032,12,133,970303,2,16837223.47829724,0.08618287542819975,2327.0,1000.0,49683.0,40.1,774.0,1000.0,2023
Marianna,121339703032,12,133,970303,2,23195481.532617025,0.1187282034950341,2327.0,1000.0,49683.0,40.1,774.0,1000.0,2023
Washington County,121339703032,12,133,970303,2,155112259.8755461,0.7939563543521162,2327.0,1000.0,49683.0,40.1,774.0,1000.0,2023
Holmes County,121339702001,12,133,970200,1,18101985.447016533,0.14962917023356845,1402.0,593.0,52945.0,46.7,480.0,593.0,2023
Washington County,121339702001,12,133,970200,1,102847902.7116128,0.8501303013442503,1402.0,593.0,52945.0,46.7,480.0,593.0,2023
Washington County,121339703022,12,133,970302,2,59717091.38692958,1.000000000000002,3363.0,415.0,60601.0,41.4,390.0,415.0,2023
Washington County,121339703031,12,133,970303,1,108636567.35677935,0.9999999999999996,1783.0,789.0,41369.0,48.1,687.0,789.0,2023
Holmes County,121339701021,12,133,970102,1,6654879.9225288415,0.07540778753643168,2032.0,753.0,64479.0,44.3,684.0,753.0,2023
Marianna,121339701021,12,133,970102,1,9739879.234360546,0.11036453737486349,2032.0,753.0,64479.0,44.3,684.0,753.0,2023
Washington County,121339701021,12,133,970102,1,71865965.24347556,0.8143277566639072,2032.0,753.0,64479.0,44.3,684.0,753.0,2023
Panama City,121339703021,12,133,970302,1,87751.98533715849,0.0005861654978919499,1219.0,538.0,64750.0,54.0,446.0,538.0,2023
Washington County,121339703021,12,133,970302,1,148495540.11212087,0.9919201471068837,1219.0,538.0,64750.0,54.0,446.0,538.0,2023
Walton County,121339703023,12,133,970302,3,13001781.351896914,0.12624899280215005,1359.0,544.0,35263.0,41.8,445.0,544.0,2023
Washington County,121339703023,12,133,970302,3,89948546.07382263,0.8734121147315792,1359.0,544.0,35263.0,41.8,445.0,544.0,2023
Bay County Submarket 2,121339703011,12,133,970301,1,17755054.457071487,0.07414271752592314,2712.0,988.0,58099.0,35.9,865.0,988.0,2023
Washington County,121339703011,12,133,970301,1,221706347.89409918,0.9258158664261007,2712.0,988.0,58099.0,35.9,865.0,988.0,2023
Washington County,121339702002,12,133,970200,2,122924014.1265338,0.9999999999999979,868.0,360.0,44583.0,38.8,244.0,360.0,2023
Pensacola,120330005001,12,033,000500,1,667568.4158322535,1.0000000000000002,754.0,381.0,86875.0,45.3,321.0,381.0,2023
Fort Walton,120910228001,12,091,022800,1,795172.2032298436,1.0,1181.0,448.0,63409.0,43.6,351.0,448.0,2023
Fort Walton,120910229001,12,091,022900,1,578322.0522366989,1.0000000000000002,1011.0,348.0,63750.0,38.3,278.0,348.0,2023
Egland AFB,120910229002,12,091,022900,2,810863.155244316,0.4193063156956181,1504.0,607.0,91806.0,38.2,310.0,607.0,2023
Fort Walton,120910229002,12,091,022900,2,1113378.686073373,0.5757404462295388,1504.0,607.0,91806.0,38.2,310.0,607.0,2023
Egland AFB,120910229003,12,091,022900,3,1922105.7786695203,0.5682155952361803,1483.0,647.0,65469.0,41.6,466.0,647.0,2023
Fort Walton,120910229003,12,091,022900,3,1421425.0180474822,0.4202036493915131,1483.0,647.0,65469.0,41.6,466.0,647.0,2023
Marianna,120632105001,12,063,210500,1,37455690.0271795,1.0000000000000016,1169.0,402.0,42283.0,42.1,213.0,402.0,2023
Marianna,120632106003,12,063,210600,3,14887732.362067705,0.9999999999999993,1725.0,619.0,60060.0,38.3,347.0,619.0,2023
Jackson County,120632101003,12,063,210100,3,107779844.41776799,0.9822284877202864,2096.0,385.0,65433.0,43.2,330.0,385.0,2023
Jackson County,120632101001,12,063,210100,1,104833271.41760533,0.9926872107959469,745.0,405.0,48125.0,64.5,392.0,405.0,2023
Jackson County,120632102002,12,063,210200,2,59394652.25271981,1.0000000000000002,511.0,223.0,49306.0,54.5,192.0,223.0,2023
Jackson County,120632104002,12,063,210400,2,2921433.080026532,0.05625517682408889,908.0,331.0,54196.0,49.3,253.0,331.0,2023
Marianna,120632104002,12,063,210400,2,49005374.24687797,0.9436485170366234,908.0,331.0,54196.0,49.3,253.0,331.0,2023
Pensacola,120330035051,12,033,003505,1,971696.2529859592,1.0000000000000004,1399.0,740.0,49375.0,35.4,199.0,740.0,2023
Bay County Submarket 2,120632111003,12,063,211100,3,732894.4348746615,0.011126069070014328,1086.0,616.0,55294.0,57.8,569.0,616.0,2023
Calhoun County,120632111003,12,063,211100,3,448703.6090256554,0.006811768664661676,1086.0,616.0,55294.0,57.8,569.0,616.0,2023
Jackson County,120632111003,12,063,211100,3,64563200.64436126,0.9801338304243031,1086.0,616.0,55294.0,57.8,569.0,616.0,2023
Jackson County,120632111001,12,063,211100,1,15644186.2431946,0.427764003785459,868.0,380.0,51000.0,53.0,334.0,380.0,2023
Marianna,120632111001,12,063,211100,1,20913739.77824031,0.5718510967969949,868.0,380.0,51000.0,53.0,334.0,380.0,2023
Jackson County,120632107003,12,063,210700,3,51295052.26682731,0.9910331896590747,2162.0,856.0,57670.0,46.7,755.0,856.0,2023
Marianna,120632107003,12,063,210700,3,462752.8300197229,0.008940499968157555,2162.0,856.0,57670.0,46.7,755.0,856.0,2023
Marianna,120632105003,12,063,210500,3,1670218.5212849649,1.0000000000000002,661.0,311.0,77905.0,35.1,149.0,311.0,2023
Jackson County,120632110003,12,063,211000,3,97735632.92158644,0.9625591914851644,773.0,282.0,33594.0,42.6,241.0,282.0,2023
Marianna,120632110003,12,063,211000,3,3785475.928609718,0.03728163966720826,773.0,282.0,33594.0,42.6,241.0,282.0,2023
Holmes County,121339702003,12,133,970200,3,847244.0186456923,0.005967574649679282,955.0,369.0,56382.0,40.8,222.0,369.0,2023
Walton County,121339702003,12,133,970200,3,4815065.2315193415,0.03391497677150703,955.0,369.0,56382.0,40.8,222.0,369.0,2023
Washington County,121339702003,12,133,970200,3,136105482.48545837,0.9586607979374238,955.0,369.0,56382.0,40.8,222.0,369.0,2023
Fort Walton,120910225002,12,091,022500,2,1267261.5292792635,0.9999999999999997,1633.0,707.0,57188.0,39.2,593.0,707.0,2023
Marianna,120632104003,12,063,210400,3,90024284.8833289,0.9999999999999993,1549.0,583.0,64219.0,35.1,425.0,583.0,2023
Bay County Submarket 2,120632111002,12,063,211100,2,573527.6442849934,0.006284247186852635,1089.0,542.0,42591.0,59.5,467.0,542.0,2023
Jackson County,120632111002,12,063,211100,2,64122933.59811958,0.7026066992447935,1089.0,542.0,42591.0,59.5,467.0,542.0,2023
Marianna,120632111002,12,063,211100,2,26504917.43712605,0.29041922303444045,1089.0,542.0,42591.0,59.5,467.0,542.0,2023
Jackson County,120632107001,12,063,210700,1,8569732.767192518,0.511242695380673,684.0,296.0,48939.0,50.0,257.0,296.0,2023
Marianna,120632107001,12,063,210700,1,8182989.082369595,0.4881708109682144,684.0,296.0,48939.0,50.0,257.0,296.0,2023
Washington County,121339703024,12,133,970302,4,134870204.25929713,1.0,1153.0,387.0,77765.0,34.5,298.0,387.0,2023
Jackson County,120632104001,12,063,210400,1,13768239.361383043,0.14304668405456658,1397.0,618.0,45118.0,48.3,437.0,618.0,2023
Marianna,120632104001,12,063,210400,1,82468584.4321097,0.8568167092427953,1397.0,618.0,45118.0,48.3,437.0,618.0,2023
Jackson County,120632108002,12,063,210800,2,90697699.34258176,0.8736001934191706,1765.0,409.0,55461.0,39.9,278.0,409.0,2023
Marianna,120632108002,12,063,210800,2,13098894.449602056,0.1261685446014084,1765.0,409.0,55461.0,39.9,278.0,409.0,2023
Marianna,120632106002,12,063,210600,2,13534769.97450113,1.0,1317.0,534.0,47830.0,30.5,319.0,534.0,2023
Jackson County,120632110002,12,063,211000,2,90648159.48099023,1.0000000000000002,1267.0,410.0,47093.0,27.3,273.0,410.0,2023
Pensacola,120330035071,12,033,003507,1,1676990.8193647808,1.0,2353.0,1450.0,65139.0,29.9,211.0,1450.0,2023
Cantonment,120330035072,12,033,003507,2,31929.81979985664,0.017751372470063174,1728.0,833.0,76696.0,30.7,309.0,833.0,2023
Pensacola,120330035072,12,033,003507,2,1759450.0349870047,0.9781656492048301,1728.0,833.0,76696.0,30.7,309.0,833.0,2023
Fort Walton,120919902000,12,091,990200,0,69961994.97989623,0.7300032811343972,0.0,0.0,,,0.0,0.0,2023
Walton and Bay Beaches,120919902000,12,091,990200,0,2041699.0976847962,0.0213036669527123,0.0,0.0,,,0.0,0.0,2023
Crestview,120910204001,12,091,020400,1,3111023.8897716636,0.9999999999999991,1376.0,471.0,52114.0,25.5,436.0,471.0,2023
Pensacola,120330035073,12,033,003507,3,2193334.204109956,1.0,2681.0,998.0,59674.0,37.2,550.0,998.0,2023
Fort Walton,120910225003,12,091,022500,3,1595441.335088369,1.0000000000000002,2148.0,662.0,93438.0,34.6,494.0,662.0,2023
Fort Walton,120910226002,12,091,022600,2,754935.7336661142,1.0000000000000002,1732.0,769.0,55699.0,36.8,108.0,769.0,2023
Fort Walton,120910226003,12,091,022600,3,805229.482288884,1.0000000000000002,1237.0,629.0,26971.0,42.1,119.0,629.0,2023
Holmes County,120599603001,12,059,960300,1,62656531.50873431,0.9896822997155449,1099.0,375.0,52656.0,36.6,258.0,375.0,2023
Washington County,120599603001,12,059,960300,1,578180.0951352128,0.009132561162013945,1099.0,375.0,52656.0,36.6,258.0,375.0,2023
Gulf County,120459603021,12,045,960302,1,1057646.0261619661,0.8179302063555628,1185.0,520.0,59359.0,50.8,328.0,520.0,2023
Gulf County,120459603023,12,045,960302,3,74290208.38206752,0.33643254914880233,1191.0,616.0,81892.0,61.1,601.0,616.0,2023
Bay County Submarket 2,120459601022,12,045,960102,2,25167653.404555757,0.056893544669001414,751.0,281.0,75444.0,46.8,256.0,281.0,2023
Gulf County,120459601022,12,045,960102,2,416695214.17988014,0.9419737072909118,751.0,281.0,75444.0,46.8,256.0,281.0,2023
Gulf County,120459603022,12,045,960302,2,4635935.865913974,0.979691789410995,945.0,479.0,60104.0,58.8,442.0,479.0,2023
Gulf County,120459602004,12,045,960200,4,7151705.064381972,0.8147437969090225,754.0,358.0,103500.0,62.2,295.0,358.0,2023
Gulf County,120459603011,12,045,960301,1,471355599.2145357,0.9860529314317287,1307.0,574.0,63250.0,52.1,497.0,574.0,2023
Fort Walton,120910233061,12,091,023306,1,248464.45125333098,0.21484831767757762,1369.0,569.0,115944.0,42.5,549.0,569.0,2023
Walton and Bay Beaches,120910233061,12,091,023306,1,442857.01781627303,0.38294043582325027,1369.0,569.0,115944.0,42.5,549.0,569.0,2023
Calhoun County,120130103022,12,013,010302,2,55787346.30399854,0.99228297386602,948.0,335.0,78162.0,51.1,299.0,335.0,2023
Calhoun County,120130103021,12,013,010302,1,36371788.71260986,0.761678746582951,2672.0,578.0,36429.0,35.8,282.0,578.0,2023
Calhoun County,120130103011,12,013,010301,1,197716823.5912906,0.870952286350252,1020.0,330.0,51722.0,46.7,275.0,330.0,2023
Gulf County,120130103011,12,013,010301,1,5589319.118166879,0.024621224318126533,1020.0,330.0,51722.0,46.7,275.0,330.0,2023
Calhoun County,120130103012,12,013,010301,2,66543915.34587361,0.9999999999999999,1232.0,427.0,34119.0,41.1,260.0,427.0,2023
North Escambia,120330040002,12,033,004000,2,1753584.8720040834,0.1579180988733413,724.0,222.0,27885.0,24.4,107.0,222.0,2023
Santa Rosa County,120330040002,12,033,004000,2,9262745.746146305,0.8341513558490299,724.0,222.0,27885.0,24.4,107.0,222.0,2023
Pensacola,120330021002,12,033,002100,2,1309782.4339558713,1.0000000000000002,1698.0,603.0,21204.0,32.1,292.0,603.0,2023
Calhoun County,120130103013,12,013,010301,3,3161370.699726276,0.9999999999999999,1601.0,638.0,67819.0,41.6,491.0,638.0,2023
Bay County Submarket 2,120130102004,12,013,010200,4,6455062.064288532,0.06616340254924637,1102.0,362.0,41705.0,47.6,353.0,362.0,2023
Calhoun County,120130102004,12,013,010200,4,91079247.52221772,0.9335484086254298,1102.0,362.0,41705.0,47.6,353.0,362.0,2023
Pensacola,120330019001,12,033,001900,1,1734726.8438540976,1.0000000000000002,1934.0,702.0,34853.0,40.9,404.0,702.0,2023
Pensacola,120330022002,12,033,002200,2,1380046.5816039676,0.9999999999999993,871.0,339.0,31830.0,31.0,136.0,339.0,2023
Pensacola,120330022003,12,033,002200,3,802166.5945803925,0.9999999999999997,368.0,255.0,41629.0,54.3,164.0,255.0,2023
Pensacola,120330022004,12,033,002200,4,878038.0692516258,1.0000000000000002,1206.0,564.0,43000.0,28.5,233.0,564.0,2023
Pensacola,120330026021,12,033,002602,1,19939569.927459553,0.7854490587194494,1085.0,561.0,168359.0,58.4,469.0,561.0,2023
South Baldwin,120330026021,12,033,002602,1,54046.67386072977,0.002128978170806306,1085.0,561.0,168359.0,58.4,469.0,561.0,2023
Pensacola,120330026022,12,033,002602,2,5290386.122423199,0.9844073403572309,586.0,333.0,163958.0,60.9,317.0,333.0,2023
South Baldwin,120330026022,12,033,002602,2,62805.6959916945,0.01168655495454648,586.0,333.0,163958.0,60.9,317.0,333.0,2023
Pensacola,120330014024,12,033,001402,4,1905865.3532522225,0.9999999999999991,1389.0,615.0,67809.0,35.7,340.0,615.0,2023
Pensacola,120330011011,12,033,001101,1,4410018.909497503,0.3932144720912516,2174.0,891.0,142614.0,47.9,702.0,891.0,2023
Pensacola,120330028032,12,033,002803,2,1223691.9695440424,1.0,1528.0,808.0,36544.0,49.0,410.0,808.0,2023
Pensacola,120330014022,12,033,001402,2,2543169.4726991155,0.9999999999999998,1888.0,681.0,86225.0,37.8,542.0,681.0,2023
Pensacola,120330026011,12,033,002601,1,19269096.330405045,0.9999999999999998,3610.0,1375.0,80125.0,43.6,1242.0,1375.0,2023
North Escambia,120330040001,12,033,004000,1,43479668.47228345,0.8442604313636386,2558.0,397.0,60847.0,39.4,343.0,397.0,2023
Santa Rosa County,120330040001,12,033,004000,1,6758752.315509336,0.1312371355593326,2558.0,397.0,60847.0,39.4,343.0,397.0,2023
North Escambia,120330040003,12,033,004000,3,8508268.686026044,0.2930469569112712,677.0,194.0,75556.0,25.2,131.0,194.0,2023
Santa Rosa County,120330040003,12,033,004000,3,18047457.21429572,0.6216014810771032,677.0,194.0,75556.0,25.2,131.0,194.0,2023
Pensacola,120330026052,12,033,002605,2,16270164.1678694,0.9999999999999996,2425.0,936.0,72870.0,34.3,631.0,936.0,2023
Pensacola,120330028023,12,033,002802,3,507180.88915288326,1.0000000000000002,879.0,497.0,,52.0,183.0,497.0,2023
Pensacola,120330028041,12,033,002804,1,4033883.264828312,0.9999999999999994,3430.0,823.0,61250.0,22.9,166.0,823.0,2023
Pensacola,120330017001,12,033,001700,1,2785563.156601746,1.0000000000000004,1460.0,557.0,18977.0,24.9,145.0,557.0,2023
Pensacola,120330001001,12,033,000100,1,2335512.610084461,0.5801526393063818,1550.0,739.0,59554.0,54.2,344.0,739.0,2023
Pensacola,120330014012,12,033,001401,2,2627375.5457049925,1.0000000000000004,95.0,56.0,,23.0,31.0,56.0,2023
Pensacola,120330014011,12,033,001401,1,896631.2430667597,1.0000000000000002,1198.0,384.0,30242.0,22.1,250.0,384.0,2023
North Escambia,120330040004,12,033,004000,4,6657707.704172583,0.9999999999999997,1029.0,475.0,20313.0,42.5,221.0,475.0,2023
Pensacola,120330014021,12,033,001402,1,5850737.127688203,1.0,2170.0,873.0,41369.0,45.7,358.0,873.0,2023
Pensacola,120330011013,12,033,001101,3,1042388.48435719,1.0000000000000007,1395.0,601.0,104159.0,44.8,510.0,601.0,2023
Pensacola,120330023003,12,033,002300,3,2139500.546636149,0.9971221435155666,753.0,439.0,49903.0,49.3,376.0,439.0,2023
Pensacola,120330016001,12,033,001600,1,2316401.638127101,0.9999999999999996,2371.0,483.0,35905.0,36.3,143.0,483.0,2023
Pensacola,120330011031,12,033,001103,1,6347795.879841292,0.3868939214148005,3032.0,1219.0,101984.0,38.7,736.0,1219.0,2023
Cantonment,120330036071,12,033,003607,1,5926498.461280477,0.9319980009192603,4164.0,910.0,53750.0,26.8,245.0,910.0,2023
Pace,120330036071,12,033,003607,1,167581.49351010798,0.02635377667992159,4164.0,910.0,53750.0,26.8,245.0,910.0,2023
Pensacola,120330036071,12,033,003607,1,22051.185460937893,0.0034677577159201,4164.0,910.0,53750.0,26.8,245.0,910.0,2023
Pensacola,120330010013,12,033,001001,3,1899423.5327448968,1.0000000000000002,1848.0,979.0,76161.0,63.3,877.0,979.0,2023
Pensacola,120330026042,12,033,002604,2,16096108.73821229,0.9999999999999997,2029.0,936.0,86250.0,54.5,702.0,936.0,2023
Cantonment,120330036081,12,033,003608,1,1201361.8603952853,0.989594322001979,734.0,246.0,86250.0,37.6,165.0,246.0,2023
Pensacola,120330036081,12,033,003608,1,4238.639041896745,0.003491481848355662,734.0,246.0,86250.0,37.6,165.0,246.0,2023
Cantonment,120330034003,12,033,003400,3,2063824.1149210054,1.0000000000000004,1069.0,594.0,44620.0,60.1,475.0,594.0,2023
Pensacola,120330012011,12,033,001201,1,1057805.9393085095,0.9999999999999996,835.0,412.0,,32.7,164.0,412.0,2023
Pensacola,120330010011,12,033,001001,1,2354931.030383101,0.46463632439500013,515.0,333.0,70794.0,51.7,215.0,333.0,2023
Pensacola,120330012012,12,033,001201,2,1544531.479810421,1.0000000000000002,2126.0,929.0,64949.0,30.6,140.0,929.0,2023
Panama City,120050008052,12,005,000805,2,1978910.5304111,1.0000000000000002,2581.0,1271.0,60475.0,39.5,534.0,1271.0,2023
Walton and Bay Beaches,120050026044,12,005,002604,4,1125918.3425208759,1.0000000000000004,973.0,417.0,80347.0,47.9,280.0,417.0,2023
Panama City,120050014032,12,005,001403,2,731905.1748209305,1.0000000000000002,676.0,299.0,49792.0,34.0,126.0,299.0,2023
Cantonment,120330036082,12,033,003608,2,2420124.9560475126,0.98596857069068,1456.0,846.0,70634.0,48.1,401.0,846.0,2023
Pensacola,120330036082,12,033,003608,2,9091.891529659535,0.0037040729132488326,1456.0,846.0,70634.0,48.1,401.0,846.0,2023
Cantonment,120330036091,12,033,003609,1,2256039.522721869,0.9890125981678937,2238.0,1027.0,65375.0,40.1,770.0,1027.0,2023
Pensacola,120330036091,12,033,003609,1,13975.356974242985,0.006126578888451432,2238.0,1027.0,65375.0,40.1,770.0,1027.0,2023
Pensacola,120330012014,12,033,001201,4,1959674.1603981203,0.9999999999999998,535.0,187.0,90731.0,30.9,86.0,187.0,2023
Pensacola,120330012021,12,033,001202,1,2396639.663438428,0.9999999999999998,1398.0,679.0,50982.0,32.7,281.0,679.0,2023
Pensacola,120330027042,12,033,002704,2,6536411.633674684,0.9999999999999996,4504.0,1569.0,61882.0,37.9,943.0,1569.0,2023
Pensacola,120330004003,12,033,000400,3,653792.8299421833,1.0000000000000004,1129.0,705.0,15321.0,64.8,27.0,705.0,2023
Pensacola,120330013001,12,033,001300,1,1578948.068232531,1.0000000000000002,1713.0,678.0,101579.0,39.1,550.0,678.0,2023
Pensacola,120330023001,12,033,002300,1,5601823.501766199,0.15411073403578388,2630.0,1213.0,115881.0,62.6,919.0,1213.0,2023
Pensacola Beaches,120330023001,12,033,002300,1,12042951.262523405,0.33131141287109284,2630.0,1213.0,115881.0,62.6,919.0,1213.0,2023
Pensacola Beaches,120330025001,12,033,002500,1,44622551.411570124,0.9607837344529689,1274.0,629.0,137875.0,58.7,526.0,629.0,2023
Pensacola,120330023002,12,033,002300,2,2626905.0829223427,1.0,1572.0,705.0,48794.0,58.3,413.0,705.0,2023
Pensacola,120330026051,12,033,002605,1,2134118.7684082645,0.9999999999999998,2217.0,883.0,59029.0,43.3,474.0,883.0,2023
Pensacola,120330028022,12,033,002802,2,1372341.7398320069,1.0000000000000004,1867.0,741.0,73995.0,31.1,292.0,741.0,2023
Pensacola,120330028031,12,033,002803,1,422860.6973753116,1.0000000000000004,1040.0,447.0,42695.0,26.5,26.0,447.0,2023
Cantonment,120330034001,12,033,003400,1,4071037.8644628,1.0000000000000002,2045.0,982.0,69244.0,28.8,341.0,982.0,2023
Pensacola,120330022001,12,033,002200,1,617903.7690213282,1.0000000000000004,1093.0,454.0,83093.0,47.2,388.0,454.0,2023
Pensacola,120330012022,12,033,001202,2,2502103.8323905887,0.9999999999999994,2490.0,1037.0,41382.0,32.3,472.0,1037.0,2023
